orgsize,salary
10000 or more employees,79983
2 to 9 employees,124447
2 to 9 employees,38388
20 to 99 employees,165000
1000 to 4999 employees,176368
100 to 499 employees,5736
10000 or more employees,202623
100 to 499 employees,49216
2 to 9 employees,91032
10 to 19 employees,69318
20 to 99 employees,34680
10 to 19 employees,44796
1000 to 4999 employees,403116
2 to 9 employees,69900
100 to 499 employees,60787
20 to 99 employees,29088
10000 or more employees,58654
10000 or more employees,85315
100 to 499 employees,7308
20 to 99 employees,6564
100 to 499 employees,63986
20 to 99 employees,63986
10000 or more employees,23462
2 to 9 employees,47990
10000 or more employees,11213
10 to 19 employees,69318
10 to 19 employees,43884
1000 to 4999 employees,35150
500 to 999 employees,44790
1000 to 4999 employees,105537
10000 or more employees,56538
100 to 499 employees,21756
20 to 99 employees,33276
500 to 999 employees,119261
10 to 19 employees,36372
20 to 99 employees,11607
100 to 499 employees,32436
100 to 499 employees,60924
100 to 499 employees,28500
100 to 499 employees,36072
100 to 499 employees,92710
20 to 99 employees,15360
20 to 99 employees,15600
10 to 19 employees,44796
100 to 499 employees,117308
10000 or more employees,23436
20 to 99 employees,20400
500 to 999 employees,63984
5000 to 9999 employees,144787
20 to 99 employees,38580
500 to 999 employees,6144
1000 to 4999 employees,28788
20 to 99 employees,12540
20 to 99 employees,53322
10 to 19 employees,47990
10000 or more employees,41628
100 to 499 employees,63986
2 to 9 employees,23040
500 to 999 employees,127972
10000 or more employees,79152
1000 to 4999 employees,15477
10 to 19 employees,42717
2 to 9 employees,63984
20 to 99 employees,25596
10 to 19 employees,53322
500 to 999 employees,59507
1000 to 4999 employees,76783
20 to 99 employees,100511
10000 or more employees,85315
10 to 19 employees,82116
10000 or more employees,65332
5000 to 9999 employees,103419
2 to 9 employees,4572
100 to 499 employees,88150
20 to 99 employees,47352
500 to 999 employees,11484
10000 or more employees,5804
5000 to 9999 employees,43974
Just me,286968
20 to 99 employees,58332
100 to 499 employees,46923
10000 or more employees,33912
20 to 99 employees,6000
1000 to 4999 employees,49056
100 to 499 employees,76884
2 to 9 employees,63986
100 to 499 employees,51189
100 to 499 employees,31147
100 to 499 employees,42228
10 to 19 employees,37231
20 to 99 employees,49311
100 to 499 employees,40910
2 to 9 employees,10464
100 to 499 employees,61428
10 to 19 employees,51192
10000 or more employees,60816
500 to 999 employees,57054
20 to 99 employees,149301
10 to 19 employees,21329
2 to 9 employees,39210
20 to 99 employees,37116
10 to 19 employees,14076
Just me,53322
100 to 499 employees,3192
20 to 99 employees,69318
20 to 99 employees,69604
1000 to 4999 employees,39960
2 to 9 employees,9240
2 to 9 employees,74651
100 to 499 employees,63984
20 to 99 employees,888
5000 to 9999 employees,106644
2 to 9 employees,24000
100 to 499 employees,60307
10 to 19 employees,39012
100 to 499 employees,26880
10 to 19 employees,313452
10000 or more employees,239143
100 to 499 employees,5100
10 to 19 employees,75456
1000 to 4999 employees,55668
100 to 499 employees,53322
20 to 99 employees,63986
Just me,127972
100 to 499 employees,56304
500 to 999 employees,51189
10000 or more employees,39991
100 to 499 employees,47990
10000 or more employees,40956
2 to 9 employees,23040
Just me,10056
20 to 99 employees,62820
10000 or more employees,113075
10000 or more employees,71614
2 to 9 employees,26661
20 to 99 employees,62820
10000 or more employees,162504
Just me,226151
100 to 499 employees,5148
5000 to 9999 employees,68160
10000 or more employees,47990
5000 to 9999 employees,31317
500 to 999 employees,18056
1000 to 4999 employees,47990
500 to 999 employees,40525
20 to 99 employees,31176
20 to 99 employees,69318
10 to 19 employees,103419
10000 or more employees,78419
20 to 99 employees,27641
10000 or more employees,90647
5000 to 9999 employees,106157
100 to 499 employees,54683
1000 to 4999 employees,138004
100 to 499 employees,119357
10000 or more employees,204756
100 to 499 employees,9167
2 to 9 employees,38388
100 to 499 employees,146256
100 to 499 employees,44868
5000 to 9999 employees,60000
1000 to 4999 employees,69102
100 to 499 employees,6552
20 to 99 employees,41273
10 to 19 employees,55493
100 to 499 employees,58654
10 to 19 employees,51768
2 to 9 employees,1800
500 to 999 employees,100511
100 to 499 employees,53322
2 to 9 employees,2472
10000 or more employees,45857
2 to 9 employees,516
2 to 9 employees,57588
100 to 499 employees,6396
20 to 99 employees,43974
100 to 499 employees,8976
2 to 9 employees,23462
100 to 499 employees,5088
2 to 9 employees,4356
1000 to 4999 employees,74651
100 to 499 employees,69102
20 to 99 employees,48624
100 to 499 employees,15477
500 to 999 employees,124104
1000 to 4999 employees,79983
20 to 99 employees,28584
500 to 999 employees,51192
500 to 999 employees,59720
10000 or more employees,85315
2 to 9 employees,45516
20 to 99 employees,68256
100 to 499 employees,3864
10000 or more employees,16188
20 to 99 employees,9288
100 to 499 employees,140772
1000 to 4999 employees,97605
500 to 999 employees,10404
100 to 499 employees,131921
Just me,193025
100 to 499 employees,182177
10 to 19 employees,86872
10000 or more employees,53322
1000 to 4999 employees,31176
20 to 99 employees,63986
10 to 19 employees,57166
10000 or more employees,38292
2 to 9 employees,63694
500 to 999 employees,63986
500 to 999 employees,63986
100 to 499 employees,219869
100 to 499 employees,69102
1000 to 4999 employees,43974
20 to 99 employees,84925
100 to 499 employees,69318
10000 or more employees,95979
5000 to 9999 employees,70380
100 to 499 employees,149301
20 to 99 employees,18192
20 to 99 employees,101509
20 to 99 employees,9286
2 to 9 employees,433344
2 to 9 employees,31993
20 to 99 employees,26232
Just me,22548
20 to 99 employees,48756
20 to 99 employees,31176
5000 to 9999 employees,81049
Just me,132000
2 to 9 employees,12468
20 to 99 employees,51192
100 to 499 employees,41305
1000 to 4999 employees,95979
1000 to 4999 employees,27420
10000 or more employees,36360
2 to 9 employees,21329
100 to 499 employees,57588
1000 to 4999 employees,38388
2 to 9 employees,44790
2 to 9 employees,53322
100 to 499 employees,93000
20 to 99 employees,72518
1000 to 4999 employees,8383
20 to 99 employees,1452
1000 to 4999 employees,23049
20 to 99 employees,11544
100 to 499 employees,42561
2 to 9 employees,41844
100 to 499 employees,1290
10 to 19 employees,89581
20 to 99 employees,14400
100 to 499 employees,396720
100 to 499 employees,28788
500 to 999 employees,81049
2 to 9 employees,30468
2 to 9 employees,6684
5000 to 9999 employees,46250
100 to 499 employees,63986
20 to 99 employees,50123
100 to 499 employees,74651
10000 or more employees,56538
1000 to 4999 employees,104281
500 to 999 employees,90000
10000 or more employees,81666
100 to 499 employees,55455
1000 to 4999 employees,25794
10000 or more employees,78383
100 to 499 employees,59720
100 to 499 employees,175895
100 to 499 employees,16632
Just me,150768
20 to 99 employees,70092
20 to 99 employees,5804
1000 to 4999 employees,12792
20 to 99 employees,69318
100 to 499 employees,15684
20 to 99 employees,152000
20 to 99 employees,6192
1000 to 4999 employees,181500
100 to 499 employees,58654
20 to 99 employees,16344
100 to 499 employees,138203
1000 to 4999 employees,12000
10 to 19 employees,41591
10000 or more employees,41412
1000 to 4999 employees,15588
Just me,7050
100 to 499 employees,53322
100 to 499 employees,84000
100 to 499 employees,7824
20 to 99 employees,42228
10000 or more employees,11604
500 to 999 employees,55241
10000 or more employees,150000
100 to 499 employees,41556
20 to 99 employees,55455
20 to 99 employees,85315
2 to 9 employees,34126
1000 to 4999 employees,150000
100 to 499 employees,18744
100 to 499 employees,23150
1000 to 4999 employees,97605
20 to 99 employees,30708
20 to 99 employees,120000
100 to 499 employees,49272
500 to 999 employees,63984
10 to 19 employees,11220
100 to 499 employees,132743
5000 to 9999 employees,14568
20 to 99 employees,70656
1000 to 4999 employees,116000
20 to 99 employees,46923
100 to 499 employees,33923
1000 to 4999 employees,85104
100 to 499 employees,51189
20 to 99 employees,25596
1000 to 4999 employees,26148
10000 or more employees,220000
1000 to 4999 employees,57794
100 to 499 employees,42657
10000 or more employees,115000
100 to 499 employees,98248
2 to 9 employees,26661
5000 to 9999 employees,30300
5000 to 9999 employees,100100
10 to 19 employees,40525
1000 to 4999 employees,90000
2 to 9 employees,57084
2 to 9 employees,67548
10 to 19 employees,160000
100 to 499 employees,41547
20 to 99 employees,135000
20 to 99 employees,21624
1000 to 4999 employees,11607
10 to 19 employees,15600
10000 or more employees,76788
1000 to 4999 employees,103419
10 to 19 employees,59712
20 to 99 employees,123600
10000 or more employees,90647
10000 or more employees,51960
10000 or more employees,28152
1000 to 4999 employees,190500
10000 or more employees,128000
2 to 9 employees,2868
1000 to 4999 employees,11607
20 to 99 employees,6130
1000 to 4999 employees,74651
20 to 99 employees,25596
10000 or more employees,115000
20 to 99 employees,100511
I don’t know,245000
2 to 9 employees,47352
20 to 99 employees,5988
10 to 19 employees,17196
20 to 99 employees,16632
100 to 499 employees,85315
5000 to 9999 employees,76861
20 to 99 employees,6984
500 to 999 employees,105668
20 to 99 employees,110000
500 to 999 employees,90647
10 to 19 employees,51960
5000 to 9999 employees,120000
20 to 99 employees,46710
20 to 99 employees,105000
100 to 499 employees,103242
500 to 999 employees,27060
10 to 19 employees,62820
10000 or more employees,49056
100 to 499 employees,195000
10 to 19 employees,128839
2 to 9 employees,38388
500 to 999 employees,94230
20 to 99 employees,27000
10000 or more employees,166000
500 to 999 employees,41271
1000 to 4999 employees,300000
500 to 999 employees,32160
1000 to 4999 employees,56592
20 to 99 employees,51189
1000 to 4999 employees,111027
100 to 499 employees,27005
10000 or more employees,95000
20 to 99 employees,98000
10 to 19 employees,29436
500 to 999 employees,37325
1000 to 4999 employees,106000
2 to 9 employees,9972
100 to 499 employees,109318
20 to 99 employees,36112
5000 to 9999 employees,110000
100 to 499 employees,3228
10000 or more employees,66372
10000 or more employees,165000
10 to 19 employees,10056
Just me,10664
1000 to 4999 employees,76788
5000 to 9999 employees,172000
Just me,400000
10000 or more employees,20124
1000 to 4999 employees,23215
10 to 19 employees,76000
1000 to 4999 employees,300000
20 to 99 employees,68000
20 to 99 employees,180000
20 to 99 employees,1020
20 to 99 employees,55500
10000 or more employees,74651
500 to 999 employees,53322
20 to 99 employees,160000
20 to 99 employees,120
10000 or more employees,46923
10 to 19 employees,160000
500 to 999 employees,62742
I don’t know,62320
10 to 19 employees,47990
2 to 9 employees,89581
100 to 499 employees,95000
1000 to 4999 employees,56538
20 to 99 employees,53322
10000 or more employees,32243
1000 to 4999 employees,17448
100 to 499 employees,180000
1000 to 4999 employees,84312
1000 to 4999 employees,47990
100 to 499 employees,96132
2 to 9 employees,55281
10 to 19 employees,49908
10000 or more employees,62443
1000 to 4999 employees,105000
500 to 999 employees,25845
500 to 999 employees,79153
20 to 99 employees,42657
2 to 9 employees,57588
10000 or more employees,80000
1000 to 4999 employees,163000
2 to 9 employees,102
1000 to 4999 employees,23462
20 to 99 employees,76788
10 to 19 employees,79983
2 to 9 employees,1440
2 to 9 employees,38388
10000 or more employees,105000
10000 or more employees,17448
10 to 19 employees,15360
20 to 99 employees,46923
2 to 9 employees,120000
10000 or more employees,90000
1000 to 4999 employees,38388
20 to 99 employees,21756
2 to 9 employees,85315
20 to 99 employees,37325
2 to 9 employees,26880
100 to 499 employees,15528
20 to 99 employees,87907
Just me,220000
10 to 19 employees,33720
2 to 9 employees,24
500 to 999 employees,79598
20 to 99 employees,29434
10000 or more employees,21192
20 to 99 employees,38388
1000 to 4999 employees,38392
10000 or more employees,107000
10000 or more employees,140000
1000 to 4999 employees,60787
20 to 99 employees,40956
20 to 99 employees,77978
2 to 9 employees,19200
2 to 9 employees,44790
10000 or more employees,15360
20 to 99 employees,21756
5000 to 9999 employees,51512
500 to 999 employees,51189
I don’t know,46487
20 to 99 employees,62820
100 to 499 employees,119000
100 to 499 employees,38925
10000 or more employees,140000
2 to 9 employees,20196
20 to 99 employees,47743
10000 or more employees,85016
20 to 99 employees,75504
100 to 499 employees,60467
10 to 19 employees,12216
100 to 499 employees,230000
2 to 9 employees,29860
100 to 499 employees,42657
10 to 19 employees,101768
100 to 499 employees,57588
2 to 9 employees,47990
10 to 19 employees,4224
100 to 499 employees,175000
10000 or more employees,200000
1000 to 4999 employees,110064
I don’t know,69318
20 to 99 employees,54000
1000 to 4999 employees,245000
1000 to 4999 employees,12853
10000 or more employees,150000
20 to 99 employees,21060
10 to 19 employees,10296
10 to 19 employees,6768
20 to 99 employees,15096
100 to 499 employees,93000
2 to 9 employees,51192
100 to 499 employees,87448
1000 to 4999 employees,100000
500 to 999 employees,77200
10 to 19 employees,24084
100 to 499 employees,94230
I don’t know,70000
10000 or more employees,65332
10 to 19 employees,95000
20 to 99 employees,36864
Just me,37404
20 to 99 employees,101509
5000 to 9999 employees,105000
10 to 19 employees,7512
20 to 99 employees,156168
100 to 499 employees,48312
20 to 99 employees,240000
2 to 9 employees,82736
20 to 99 employees,250000
20 to 99 employees,40833
2 to 9 employees,38000
100 to 499 employees,180000
20 to 99 employees,69102
10 to 19 employees,62467
20 to 99 employees,14508
1000 to 4999 employees,190000
5000 to 9999 employees,46850
100 to 499 employees,140000
100 to 499 employees,41964
10000 or more employees,62460
5000 to 9999 employees,19296
20 to 99 employees,120000
10000 or more employees,19346
20 to 99 employees,89580
1000 to 4999 employees,120000
20 to 99 employees,172000
10 to 19 employees,113
500 to 999 employees,180000
20 to 99 employees,180000
20 to 99 employees,100000
500 to 999 employees,117126
20 to 99 employees,125000
100 to 499 employees,188450
1000 to 4999 employees,71964
I don’t know,72518
I don’t know,166450
20 to 99 employees,37692
1000 to 4999 employees,21672
5000 to 9999 employees,102618
100 to 499 employees,180000
2 to 9 employees,40525
100 to 499 employees,70000
10000 or more employees,130000
2 to 9 employees,102000
100 to 499 employees,79983
500 to 999 employees,37325
100 to 499 employees,102204
10000 or more employees,100000
500 to 999 employees,83124
1000 to 4999 employees,84168
10 to 19 employees,5460
2 to 9 employees,130000
10000 or more employees,145000
500 to 999 employees,170000
1000 to 4999 employees,53322
500 to 999 employees,58654
20 to 99 employees,155000
20 to 99 employees,70385
500 to 999 employees,75600
10 to 19 employees,47988
10 to 19 employees,27696
1000 to 4999 employees,43974
2 to 9 employees,80000
100 to 499 employees,51189
100 to 499 employees,115000
500 to 999 employees,130000
20 to 99 employees,32243
10 to 19 employees,288000
100 to 499 employees,8088
10 to 19 employees,20773
2 to 9 employees,65000
100 to 499 employees,74651
20 to 99 employees,60984
500 to 999 employees,200000
10 to 19 employees,2340
20 to 99 employees,18972
2 to 9 employees,53322
1000 to 4999 employees,58872
1000 to 4999 employees,75000
20 to 99 employees,54050
100 to 499 employees,13716
100 to 499 employees,42657
100 to 499 employees,18000
1000 to 4999 employees,146000
20 to 99 employees,99948
I don’t know,19704
1000 to 4999 employees,225000
2 to 9 employees,2388
20 to 99 employees,67233
100 to 499 employees,8844
5000 to 9999 employees,200000
20 to 99 employees,163650
20 to 99 employees,10200
500 to 999 employees,195000
20 to 99 employees,89676
10000 or more employees,30953
500 to 999 employees,70385
100 to 499 employees,107756
20 to 99 employees,9348
100 to 499 employees,140000
500 to 999 employees,35950
100 to 499 employees,90647
20 to 99 employees,100000
100 to 499 employees,137000
2 to 9 employees,19944
100 to 499 employees,186000
10 to 19 employees,972
5000 to 9999 employees,70000
1000 to 4999 employees,24000
1000 to 4999 employees,138203
100 to 499 employees,65820
10000 or more employees,140000
100 to 499 employees,61680
100 to 499 employees,66660
20 to 99 employees,130000
10000 or more employees,63984
10000 or more employees,96000
20 to 99 employees,200000
10000 or more employees,90000
20 to 99 employees,74180
10 to 19 employees,122400
1000 to 4999 employees,70276
500 to 999 employees,150000
20 to 99 employees,175000
2 to 9 employees,134445
500 to 999 employees,200000
20 to 99 employees,140000
100 to 499 employees,105000
10000 or more employees,38388
Just me,145035
20 to 99 employees,90000
100 to 499 employees,51504
I don’t know,89797
1000 to 4999 employees,60924
1000 to 4999 employees,227000
20 to 99 employees,160000
Just me,7848
20 to 99 employees,170000
1000 to 4999 employees,400000
20 to 99 employees,123707
2 to 9 employees,169613
20 to 99 employees,84000
10000 or more employees,62320
20 to 99 employees,61853
I don’t know,175000
10 to 19 employees,19944
500 to 999 employees,72948
10000 or more employees,150000
10000 or more employees,124935
100 to 499 employees,60396
20 to 99 employees,49193
5000 to 9999 employees,320000
10000 or more employees,115000
10000 or more employees,58000
1000 to 4999 employees,25794
500 to 999 employees,150000
20 to 99 employees,66372
100 to 499 employees,188400
20 to 99 employees,135000
Just me,330000
20 to 99 employees,70916
500 to 999 employees,175000
10 to 19 employees,502
10000 or more employees,55000
100 to 499 employees,8724
20 to 99 employees,49980
1000 to 4999 employees,115000
20 to 99 employees,56538
500 to 999 employees,160000
10000 or more employees,129000
100 to 499 employees,175000
20 to 99 employees,170000
1000 to 4999 employees,37404
20 to 99 employees,106644
500 to 999 employees,11220
10 to 19 employees,9648
100 to 499 employees,175000
500 to 999 employees,322488
20 to 99 employees,70276
5000 to 9999 employees,51504
Just me,350000
20 to 99 employees,24924
20 to 99 employees,100000
2 to 9 employees,7548
1000 to 4999 employees,20484
10 to 19 employees,108590
500 to 999 employees,200000
20 to 99 employees,5052
20 to 99 employees,116000
100 to 499 employees,31164
20 to 99 employees,88000
100 to 499 employees,74785
1000 to 4999 employees,130000
20 to 99 employees,137500
100 to 499 employees,30300
20 to 99 employees,6192
20 to 99 employees,98112
100 to 499 employees,180000
100 to 499 employees,11000
1000 to 4999 employees,185000
Just me,150000
10 to 19 employees,54360
1000 to 4999 employees,64000
2 to 9 employees,39042
5000 to 9999 employees,60000
10000 or more employees,124000
5000 to 9999 employees,144787
100 to 499 employees,85000
100 to 499 employees,113222
2 to 9 employees,50000
100 to 499 employees,18000
1000 to 4999 employees,30953
5000 to 9999 employees,100511
I don’t know,36144
1000 to 4999 employees,53322
20 to 99 employees,12000
100 to 499 employees,117300
10 to 19 employees,127968
10000 or more employees,10594
2 to 9 employees,16766
100 to 499 employees,33252
20 to 99 employees,6396
500 to 999 employees,125544
20 to 99 employees,85893
10000 or more employees,146000
10 to 19 employees,96000
2 to 9 employees,150000
20 to 99 employees,130000
20 to 99 employees,60000
500 to 999 employees,165000
100 to 499 employees,97999
100 to 499 employees,52992
20 to 99 employees,106680
5000 to 9999 employees,54096
20 to 99 employees,71448
2 to 9 employees,26880
100 to 499 employees,94000
20 to 99 employees,150000
100 to 499 employees,210
1000 to 4999 employees,2136
5000 to 9999 employees,196000
I don’t know,9060
2 to 9 employees,51192
10 to 19 employees,52769
100 to 499 employees,44796
20 to 99 employees,60144
100 to 499 employees,74220
10 to 19 employees,50000
Just me,50123
Just me,20000
10000 or more employees,122640
20 to 99 employees,10872
10000 or more employees,129420
1000 to 4999 employees,56055
100 to 499 employees,144485
10 to 19 employees,160000
100 to 499 employees,135000
10000 or more employees,261000
10000 or more employees,145000
20 to 99 employees,140400
10000 or more employees,29760
10 to 19 employees,60787
20 to 99 employees,82769
10000 or more employees,6936
500 to 999 employees,175000
2 to 9 employees,250000
20 to 99 employees,150000
I don’t know,74352
20 to 99 employees,61853
10000 or more employees,325008
100 to 499 employees,69318
100 to 499 employees,100000
100 to 499 employees,130000
Just me,50000
500 to 999 employees,150000
100 to 499 employees,107500
100 to 499 employees,180000
10000 or more employees,170000
5000 to 9999 employees,63986
100 to 499 employees,190538
Just me,180000
100 to 499 employees,99804
10 to 19 employees,55200
1000 to 4999 employees,28890
Just me,80000
2 to 9 employees,93701
20 to 99 employees,101312
5000 to 9999 employees,220000
10 to 19 employees,31176
100 to 499 employees,108000
100 to 499 employees,175000
10000 or more employees,82000
1000 to 4999 employees,168000
500 to 999 employees,167881
10 to 19 employees,89797
100 to 499 employees,117126
10000 or more employees,122000
20 to 99 employees,63984
500 to 999 employees,79983
10 to 19 employees,8688
100 to 499 employees,46068
20 to 99 employees,76788
1000 to 4999 employees,49908
100 to 499 employees,70276
10000 or more employees,190000
10000 or more employees,85000
1000 to 4999 employees,121811
1000 to 4999 employees,42717
10 to 19 employees,46850
100 to 499 employees,125000
10000 or more employees,130000
1000 to 4999 employees,65000
1000 to 4999 employees,19944
2 to 9 employees,7020
20 to 99 employees,20712
1000 to 4999 employees,84920
5000 to 9999 employees,90647
2 to 9 employees,29916
2 to 9 employees,18552
Just me,90000
Just me,160000
5000 to 9999 employees,14448
100 to 499 employees,48000
100 to 499 employees,74784
1000 to 4999 employees,135000
Just me,51950
500 to 999 employees,130000
20 to 99 employees,53322
20 to 99 employees,130000
20 to 99 employees,20196
2 to 9 employees,89736
10 to 19 employees,51192
10000 or more employees,115000
10000 or more employees,183000
100 to 499 employees,120000
10 to 19 employees,144
20 to 99 employees,45000
2 to 9 employees,87252
I don’t know,50400
5000 to 9999 employees,62316
20 to 99 employees,125000
Just me,143000
20 to 99 employees,168000
20 to 99 employees,124000
100 to 499 employees,135000
20 to 99 employees,145000
10000 or more employees,103000
10000 or more employees,28788
5000 to 9999 employees,42657
100 to 499 employees,95000
Just me,25596
20 to 99 employees,47172
5000 to 9999 employees,135
10 to 19 employees,27144
100 to 499 employees,145000
20 to 99 employees,39042
10 to 19 employees,34152
20 to 99 employees,52000
Just me,3144
20 to 99 employees,17448
20 to 99 employees,190000
1000 to 4999 employees,119000
10 to 19 employees,19980
20 to 99 employees,99080
500 to 999 employees,90000
20 to 99 employees,120311
10000 or more employees,179000
1000 to 4999 employees,142000
10000 or more employees,110000
Just me,20000
1000 to 4999 employees,149982
20 to 99 employees,13872
500 to 999 employees,400000
10000 or more employees,79983
10000 or more employees,24928
20 to 99 employees,99080
100 to 499 employees,200000
10000 or more employees,160000
100 to 499 employees,24924
5000 to 9999 employees,18024
2 to 9 employees,90000
500 to 999 employees,140000
2 to 9 employees,160000
2 to 9 employees,100000
20 to 99 employees,84925
10 to 19 employees,28496
100 to 499 employees,62000
20 to 99 employees,123849
10 to 19 employees,25130
2 to 9 employees,58032
10 to 19 employees,57001
20 to 99 employees,13716
2 to 9 employees,272
10 to 19 employees,33000
20 to 99 employees,21732
100 to 499 employees,205500
500 to 999 employees,70000
20 to 99 employees,155000
1000 to 4999 employees,81387
1000 to 4999 employees,23040
5000 to 9999 employees,21000
20 to 99 employees,200000
20 to 99 employees,26784
10000 or more employees,70771
10000 or more employees,92000
100 to 499 employees,33216
100 to 499 employees,122400
1000 to 4999 employees,78084
20 to 99 employees,77848
10000 or more employees,171785
10000 or more employees,122000
1000 to 4999 employees,247900
500 to 999 employees,98000
2 to 9 employees,135000
10000 or more employees,90000
500 to 999 employees,57001
2 to 9 employees,50952
1000 to 4999 employees,196048
500 to 999 employees,39337
1000 to 4999 employees,156168
500 to 999 employees,162000
1000 to 4999 employees,220000
20 to 99 employees,80000
500 to 999 employees,67233
20 to 99 employees,115000
100 to 499 employees,230000
1000 to 4999 employees,105000
2 to 9 employees,35748
100 to 499 employees,51324
2 to 9 employees,23748
Just me,30000
20 to 99 employees,159500
10000 or more employees,64333
10000 or more employees,475000
100 to 499 employees,8976
1000 to 4999 employees,140000
10000 or more employees,180000
1000 to 4999 employees,52344
100 to 499 employees,165000
100 to 499 employees,250000
1000 to 4999 employees,131634
100 to 499 employees,51536
10000 or more employees,61853
1000 to 4999 employees,7824
20 to 99 employees,82680
100 to 499 employees,1452
20 to 99 employees,127968
100 to 499 employees,27228
100 to 499 employees,81988
2 to 9 employees,8796
20 to 99 employees,13166
100 to 499 employees,59832
10000 or more employees,201000
20 to 99 employees,35386
20 to 99 employees,18996
10 to 19 employees,15012
20 to 99 employees,131000
20 to 99 employees,88464
10000 or more employees,75000
100 to 499 employees,7805
10 to 19 employees,33648
5000 to 9999 employees,34044
500 to 999 employees,37402
1000 to 4999 employees,39981
20 to 99 employees,96956
1000 to 4999 employees,51589
100 to 499 employees,120000
100 to 499 employees,8976
20 to 99 employees,57288
Just me,160833
20 to 99 employees,38692
10000 or more employees,175000
1000 to 4999 employees,50247
20 to 99 employees,43103
100 to 499 employees,21624
20 to 99 employees,5159
10 to 19 employees,61428
100 to 499 employees,88464
500 to 999 employees,212313
100 to 499 employees,20280
10000 or more employees,180000
100 to 499 employees,104000
1000 to 4999 employees,27852
10 to 19 employees,25524
500 to 999 employees,247632
500 to 999 employees,42657
10000 or more employees,74651
100 to 499 employees,32316
1000 to 4999 employees,2710
1000 to 4999 employees,23220
1000 to 4999 employees,3095
20 to 99 employees,83256
1000 to 4999 employees,32243
1000 to 4999 employees,34020
100 to 499 employees,117308
20 to 99 employees,3096
500 to 999 employees,10373
5000 to 9999 employees,65832
500 to 999 employees,35904
500 to 999 employees,13164
500 to 999 employees,19949
100 to 499 employees,18056
5000 to 9999 employees,120936
20 to 99 employees,255945
20 to 99 employees,35328
100 to 499 employees,81666
1000 to 4999 employees,2748
500 to 999 employees,27029
10 to 19 employees,1812
2 to 9 employees,9864
10 to 19 employees,36504
10 to 19 employees,21492
100 to 499 employees,170870
20 to 99 employees,57
100 to 499 employees,75000
20 to 99 employees,40956
20 to 99 employees,38392
500 to 999 employees,9288
5000 to 9999 employees,75840
2 to 9 employees,100000
10 to 19 employees,6960
100 to 499 employees,109626
500 to 999 employees,10440
20 to 99 employees,17784
1000 to 4999 employees,39672
10 to 19 employees,44796
100 to 499 employees,79983
2 to 9 employees,25896
10000 or more employees,77383
10 to 19 employees,3096
1000 to 4999 employees,100000
20 to 99 employees,12897
1000 to 4999 employees,20292
100 to 499 employees,11607
100 to 499 employees,72000
10 to 19 employees,5760
500 to 999 employees,9028
20 to 99 employees,38388
100 to 499 employees,106212
1000 to 4999 employees,3864
10 to 19 employees,15036
100 to 499 employees,21120
1000 to 4999 employees,41959
1000 to 4999 employees,15300
10000 or more employees,64525
100 to 499 employees,31610
10 to 19 employees,42228
Just me,144000
1000 to 4999 employees,86587
20 to 99 employees,74651
100 to 499 employees,63520
20 to 99 employees,69483
20 to 99 employees,70276
10000 or more employees,29136
100 to 499 employees,5988
I don’t know,53568
10 to 19 employees,23215
500 to 999 employees,41058
100 to 499 employees,66119
1000 to 4999 employees,46923
1000 to 4999 employees,213
10 to 19 employees,6960
100 to 499 employees,34680
100 to 499 employees,74928
20 to 99 employees,47115
10000 or more employees,22764
1000 to 4999 employees,94558
500 to 999 employees,55408
Just me,127972
100 to 499 employees,76788
20 to 99 employees,53322
20 to 99 employees,94644
10 to 19 employees,5184
100 to 499 employees,5736
10000 or more employees,76783
2 to 9 employees,64608
10000 or more employees,37402
1000 to 4999 employees,55944
100 to 499 employees,31992
20 to 99 employees,83184
500 to 999 employees,31993
2 to 9 employees,38388
10000 or more employees,56001
500 to 999 employees,38392
20 to 99 employees,8784
10000 or more employees,85315
100 to 499 employees,7738
2 to 9 employees,3072
100 to 499 employees,47990
10000 or more employees,144156
Just me,42657
20 to 99 employees,67044
100 to 499 employees,22908
10000 or more employees,413678
20 to 99 employees,54529
10 to 19 employees,8796
20 to 99 employees,74668
20 to 99 employees,38392
500 to 999 employees,20952
2 to 9 employees,20262
2 to 9 employees,47990
500 to 999 employees,9972
10000 or more employees,79008
20 to 99 employees,37116
100 to 499 employees,69318
10000 or more employees,89580
20 to 99 employees,50772
1000 to 4999 employees,79983
20 to 99 employees,287832
10000 or more employees,63986
10000 or more employees,150000
1000 to 4999 employees,45096
1000 to 4999 employees,53748
2 to 9 employees,35196
100 to 499 employees,75708
1000 to 4999 employees,42657
100 to 499 employees,69372
100 to 499 employees,111976
100 to 499 employees,53322
2 to 9 employees,67104
20 to 99 employees,62400
1000 to 4999 employees,63348
1000 to 4999 employees,61560
100 to 499 employees,65244
20 to 99 employees,123816
20 to 99 employees,78060
100 to 499 employees,8196
10000 or more employees,58654
100 to 499 employees,383916
5000 to 9999 employees,62820
2 to 9 employees,59050
10000 or more employees,7368
10000 or more employees,43724
2 to 9 employees,38388
5000 to 9999 employees,42657
20 to 99 employees,68257
20 to 99 employees,121968
20 to 99 employees,46923
500 to 999 employees,11379
100 to 499 employees,159966
20 to 99 employees,133305
20 to 99 employees,94230
100 to 499 employees,13776
Just me,24
10 to 19 employees,2952
2 to 9 employees,14616
I don’t know,17004
20 to 99 employees,48624
20 to 99 employees,62052
10 to 19 employees,32666
10 to 19 employees,36259
